year,country,gdp_per_capita
1999,SA,17137.7202699684
2000,SA,17690.667661002
2001,SA,17032.3631103121
2002,SA,16094.7060623874
2003,SA,17384.8003795546
2004,SA,18219.8637993451
2005,SA,18683.3838319266
2006,SA,18669.6202875056
2007,SA,18496.3311742545
2008,SA,19117.9356513087
2009,SA,18202.6991630007
2010,SA,18568.3698643145
2011,SA,19813.2589221404
2012,SA,20249.8045023442
2013,SA,20175.5579524664
2014,SA,20327.6749584593
2015,SA,20627.9269288204
2016,SA,20503.3817729956
2017,SA,19946.9553702638
2018,SA,20067.778733703
2019,SA,19801.8742165029
2020,SA,18691.2474250888
